id,age,gender,sign,tarot,favorite_color,favorite_animal
10371,33,male,taurus,12,purple,dog
10372,28,nb,sagittarius,18,green,goldfish
10373,28,female,scorpio,14,purple,goldfish
10374,19,female,gemini,15,yellow,tiger
10375,19,nb,gemini,19,red,elephant
10376,21,male,aries,21,red,tiger
10377,20,female,capricorn,20,purple,hamster
10378,25,male,libra,9,green,horse
10379,24,male,cancer,4,yellow,tiger
10380,48,female,capricorn,11,purple,tiger
10381,47,male,taurus,6,yellow,horse
10382,57,female,aquarius,6,red,dog
10383,57,female,sagittarius,17,green,elephant
10384,40,male,virgo,7,orange,goldfish
10385,39,female,leo,3,red,dog
10386,51,male,cancer,3,yellow,goldfish
10387,48,female,virgo,11,orange,elephant
10388,20,male,leo,11,blue,hamster
10389,19,male,taurus,14,green,eagle
10390,28,male,scorpio,6,red,tiger
10391,27,nb,capricorn,18,orange,cat
10392,35,female,cancer,17,green,hamster
10393,37,nb,leo,20,green,goldfish
10394,24,female,cancer,18,purple,goldfish
10395,24,male,sagittarius,17,green,eagle
10396,59,male,taurus,14,purple,cat
10397,56,female,aries,9,green,cat
10398,49,male,scorpio,2,yellow,hamster
10399,46,female,gemini,21,yellow,cat
10400,31,nb,aries,18,purple,elephant
10401,30,male,aquarius,12,yellow,eagle
10402,28,male,taurus,1,green,eagle
10403,29,male,scorpio,11,green,dog
10404,20,male,gemini,9,blue,tiger
10405,18,female,pisces,11,orange,horse
10406,28,male,capricorn,4,purple,horse
10407,32,male,cancer,17,red,hamster
10408,23,male,libra,11,green,eagle
10409,22,female,cancer,16,green,hamster
10410,51,female,capricorn,7,green,eagle
10411,52,male,scorpio,20,yellow,tiger
10412,57,female,pisces,16,orange,dog
10413,60,male,cancer,6,yellow,hamster
10414,41,male,libra,6,orange,goldfish
10415,41,female,gemini,8,orange,cat
10416,55,male,sagittarius,9,purple,eagle
10417,56,female,aquarius,17,orange,hamster
10418,54,male,aquarius,18,purple,cat
10419,51,female,sagittarius,16,yellow,goldfish
10420,41,male,cancer,12,yellow,horse
10421,44,male,aquarius,10,blue,hamster
10422,47,male,gemini,0,yellow,goldfish
10423,47,male,aries,12,yellow,horse
10424,57,male,libra,4,orange,dog
10425,56,male,scorpio,16,purple,eagle
10426,36,female,taurus,19,blue,tiger
10427,34,male,virgo,16,purple,goldfish
10428,27,male,taurus,20,green,dog
10429,27,nb,cancer,14,orange,eagle
10430,39,female,leo,11,orange,cat
10431,39,male,pisces,17,orange,eagle
10432,18,female,sagittarius,0,green,cat
10433,18,male,sagittarius,15,red,hamster
10434,57,male,leo,9,blue,horse
10435,57,male,libra,21,purple,cat
10436,23,male,leo,13,yellow,cat
10437,25,male,leo,9,yellow,goldfish
10438,51,male,aries,15,orange,dog
10439,51,male,aquarius,19,yellow,elephant
10440,52,male,pisces,7,orange,horse
10441,51,male,cancer,12,purple,horse
10442,53,female,scorpio,21,orange,eagle
10443,55,female,aries,16,green,dog
10444,57,female,libra,15,purple,elephant
10445,58,nb,virgo,16,orange,cat
10446,32,female,gemini,7,purple,cat
10447,31,male,capricorn,21,red,dog
10448,38,male,gemini,9,green,hamster
10449,38,female,taurus,19,green,hamster
10450,56,male,gemini,0,orange,cat
10451,55,nb,capricorn,19,yellow,dog
10452,57,female,capricorn,20,green,eagle
10453,53,male,gemini,12,purple,cat
10454,21,male,gemini,3,red,cat
10455,22,male,pisces,0,blue,elephant
10456,53,female,sagittarius,11,red,eagle
10457,52,nb,scorpio,1,purple,goldfish
10458,45,female,libra,20,green,elephant
10459,49,female,leo,20,orange,dog
10460,25,male,scorpio,19,green,elephant
10461,23,male,aquarius,4,yellow,horse
10462,29,female,libra,20,blue,cat
10463,29,nb,taurus,6,orange,dog
10464,33,male,aquarius,13,yellow,dog
10465,31,male,scorpio,12,orange,goldfish
10466,33,female,taurus,14,purple,tiger
10467,33,female,cancer,17,purple,cat
10468,58,female,taurus,20,yellow,dog
10469,59,female,leo,4,red,cat
10470,44,male,aries,13,yellow,goldfish
10471,45,male,capricorn,8,blue,goldfish
10472,38,female,aquarius,7,purple,elephant
10473,38,female,pisces,12,purple,cat
10474,56,female,sagittarius,2,orange,hamster
10475,52,female,taurus,21,red,goldfish
10476,42,nb,aries,13,blue,eagle
10477,42,male,libra,2,red,goldfish
10478,44,nb,virgo,1,green,cat
10479,47,female,leo,3,red,hamster
10480,59,female,aquarius,15,blue,dog
10481,58,male,aries,11,blue,horse
10482,19,male,aries,5,purple,elephant
10483,19,nb,libra,10,red,elephant
10484,27,female,aquarius,5,orange,eagle
10485,28,female,pisces,3,red,dog
10486,50,female,scorpio,3,green,dog
10487,54,nb,leo,11,green,elephant
10488,45,male,aquarius,10,red,eagle
10489,47,female,pisces,3,green,horse
10490,45,female,taurus,9,blue,hamster
10491,48,female,aquarius,1,purple,eagle
10492,30,male,taurus,5,orange,cat
10493,30,female,aquarius,4,green,cat
10494,45,female,scorpio,19,yellow,hamster
10495,44,female,gemini,6,yellow,hamster
10496,46,male,leo,8,yellow,goldfish
10497,46,male,libra,13,orange,tiger
10498,21,male,pisces,8,red,hamster
10499,20,male,capricorn,14,blue,horse
10500,30,female,aquarius,9,yellow,hamster
10501,29,male,cancer,5,green,horse
10502,51,male,pisces,17,yellow,hamster
10503,50,male,leo,9,purple,eagle
10504,22,male,virgo,12,orange,elephant
10505,22,male,scorpio,6,orange,hamster
10506,40,female,cancer,21,orange,tiger
10507,39,male,capricorn,15,red,hamster
10508,27,male,taurus,18,green,eagle
10509,28,female,capricorn,7,green,hamster
10510,20,male,gemini,15,orange,dog
10511,19,female,pisces,7,yellow,eagle
10512,30,female,cancer,4,purple,dog
10513,29,male,sagittarius,0,green,goldfish
10514,35,male,aries,2,yellow,cat
10515,35,male,leo,7,blue,dog
10516,22,male,sagittarius,9,green,hamster
10517,22,male,aquarius,0,orange,goldfish
10518,35,male,libra,2,orange,elephant
10519,33,female,leo,10,orange,hamster
10520,39,female,aquarius,13,blue,horse
10521,39,male,taurus,2,orange,horse
10522,43,female,aries,21,orange,hamster
10523,45,male,capricorn,9,green,tiger
10524,36,male,aries,4,purple,horse
10525,33,female,libra,12,green,eagle
10526,39,female,leo,5,purple,dog
10527,42,female,capricorn,9,blue,tiger
10528,27,female,gemini,21,green,horse
10529,26,male,scorpio,14,yellow,cat
10530,19,female,pisces,0,orange,tiger
10531,20,male,capricorn,2,green,horse
10532,49,female,sagittarius,17,blue,tiger
10533,49,nb,scorpio,1,purple,eagle
10534,19,nb,taurus,8,green,eagle
10535,20,female,sagittarius,14,red,horse
10536,21,male,cancer,16,yellow,cat
10537,18,male,virgo,21,yellow,cat
10538,38,male,scorpio,9,green,tiger
10539,38,male,libra,20,orange,horse
10540,54,female,scorpio,20,blue,horse
10541,54,male,virgo,2,purple,hamster
10542,25,female,pisces,17,purple,horse
10543,24,male,taurus,2,green,tiger
10544,25,nb,libra,4,yellow,hamster
10545,25,female,gemini,17,orange,elephant
10546,29,male,gemini,10,blue,dog
10547,31,male,capricorn,4,orange,eagle
10548,35,male,virgo,7,yellow,tiger
10549,35,male,aquarius,3,orange,dog
10550,59,male,capricorn,6,green,eagle
10551,58,male,aquarius,21,orange,dog
10552,50,male,gemini,9,green,tiger
10553,52,male,aries,19,blue,eagle
10554,35,female,aries,21,yellow,goldfish
10555,35,male,sagittarius,16,purple,eagle
10556,22,female,scorpio,14,orange,cat
10557,22,male,gemini,2,orange,eagle
10558,29,nb,aquarius,6,purple,hamster
10559,27,male,leo,3,red,hamster
10560,49,nb,capricorn,8,orange,hamster
10561,49,female,pisces,20,yellow,goldfish
10562,33,male,capricorn,6,purple,hamster
10563,33,female,cancer,6,yellow,eagle
10564,26,female,pisces,6,yellow,horse
10565,26,female,libra,13,blue,elephant
10566,56,female,cancer,2,red,elephant
10567,56,male,aquarius,11,yellow,cat
10568,21,male,capricorn,3,orange,horse
10569,23,nb,aries,18,blue,elephant
10570,44,female,aquarius,10,purple,dog
10571,40,male,scorpio,6,yellow,tiger
10572,42,nb,aquarius,14,purple,elephant
10573,40,female,leo,18,blue,cat
10574,32,nb,gemini,11,yellow,tiger
10575,32,female,cancer,11,green,dog
10576,43,nb,virgo,11,blue,elephant
10577,42,male,scorpio,2,purple,dog
10578,32,male,taurus,5,yellow,tiger
10579,32,female,pisces,4,blue,hamster
10580,48,nb,taurus,1,red,dog
10581,47,male,scorpio,6,red,elephant
10582,23,male,gemini,21,purple,goldfish
10583,24,female,virgo,14,yellow,tiger
10584,42,male,gemini,4,yellow,eagle
10585,43,male,leo,15,green,tiger
10586,58,female,pisces,6,orange,horse
10587,57,female,libra,19,blue,dog
10588,48,male,scorpio,1,yellow,eagle
10589,49,female,libra,11,yellow,horse
10590,30,male,leo,20,green,cat
10591,29,male,libra,18,red,elephant
10592,40,female,libra,3,green,horse
10593,40,nb,cancer,6,purple,cat
10594,58,male,scorpio,19,green,tiger
10595,59,male,capricorn,1,green,horse
10596,51,female,gemini,15,blue,elephant
10597,51,female,libra,0,purple,goldfish
10598,49,nb,aquarius,3,orange,goldfish
10599,46,male,aries,13,red,tiger
10600,23,male,cancer,7,blue,horse
10601,22,female,taurus,3,yellow,dog
10602,33,female,aries,17,purple,goldfish
10603,35,female,virgo,14,purple,goldfish
10604,20,female,taurus,4,blue,hamster
10605,18,nb,sagittarius,5,green,goldfish
10606,58,female,taurus,6,green,goldfish
10607,58,female,gemini,6,red,tiger
10608,48,male,leo,4,orange,goldfish
10609,47,male,scorpio,15,red,cat
10610,46,male,virgo,16,blue,goldfish
10611,50,female,leo,16,green,elephant
10612,32,male,pisces,18,green,eagle
10613,30,nb,virgo,4,blue,eagle
10614,28,female,pisces,8,orange,hamster
10615,29,nb,aries,2,red,hamster
10616,38,nb,leo,2,blue,eagle
10617,39,nb,cancer,14,yellow,dog
10618,26,male,scorpio,0,yellow,horse
10619,25,female,aries,3,purple,cat
10620,54,nb,taurus,17,purple,dog
10621,54,male,capricorn,6,blue,goldfish
10622,57,female,virgo,20,yellow,cat
10623,57,male,aquarius,15,purple,goldfish
10624,49,female,libra,17,orange,elephant
10625,48,female,cancer,8,blue,dog
10626,47,female,pisces,6,orange,cat
10627,47,male,aries,13,red,dog
10628,46,female,taurus,13,yellow,eagle
10629,44,male,taurus,10,green,dog
10630,55,nb,capricorn,3,purple,hamster
10631,55,male,scorpio,14,orange,goldfish
10632,31,male,cancer,19,yellow,tiger
10633,27,female,aries,11,purple,dog
10634,57,male,cancer,18,yellow,dog
10635,57,male,aries,12,orange,hamster
10636,22,male,libra,1,yellow,goldfish
10637,22,male,virgo,4,orange,horse
10638,19,male,aquarius,7,orange,goldfish
10639,20,male,libra,14,green,horse
10640,50,nb,pisces,20,purple,elephant
10641,50,female,aquarius,14,purple,eagle
10642,32,female,aquarius,10,orange,eagle
10643,33,female,sagittarius,12,purple,elephant
10644,42,male,scorpio,5,yellow,hamster
10645,42,female,gemini,15,yellow,tiger
10646,34,female,pisces,18,purple,dog
10647,36,female,virgo,10,purple,horse
10648,21,male,scorpio,16,yellow,elephant
10649,21,male,aries,21,yellow,elephant
10650,50,female,pisces,0,red,eagle
10651,48,male,sagittarius,14,green,hamster
10652,51,male,scorpio,1,purple,goldfish
10653,51,female,gemini,11,green,cat
10654,23,male,scorpio,21,blue,dog
10655,22,female,taurus,12,yellow,dog
10656,51,female,capricorn,10,orange,dog
10657,52,female,taurus,0,yellow,goldfish
10658,33,male,sagittarius,3,blue,tiger
10659,32,female,leo,13,yellow,tiger
10660,52,female,cancer,0,orange,elephant
10661,49,female,aquarius,7,orange,tiger
10662,43,female,taurus,15,blue,hamster
10663,42,male,capricorn,3,yellow,cat
10664,48,male,virgo,15,yellow,tiger
10665,48,nb,taurus,7,green,dog
10666,54,female,virgo,4,orange,eagle
10667,54,male,libra,20,red,eagle
10668,31,female,scorpio,9,purple,elephant
10669,31,male,aries,8,red,eagle
10670,52,male,cancer,21,green,hamster
10671,50,nb,aries,11,orange,tiger
10672,39,nb,leo,12,orange,goldfish
10673,39,female,gemini,3,blue,horse
10674,44,male,aquarius,20,blue,horse
10675,43,male,scorpio,7,purple,goldfish
10676,20,male,aquarius,18,orange,tiger
10677,18,male,taurus,9,red,goldfish
10678,54,male,capricorn,19,yellow,goldfish
10679,54,female,gemini,7,green,tiger
10680,59,male,aries,19,yellow,hamster
10681,59,male,cancer,3,green,dog
10682,52,male,libra,4,orange,horse
10683,53,nb,capricorn,14,green,cat
10684,22,female,leo,17,green,hamster
10685,20,male,aquarius,3,green,eagle
10686,59,female,taurus,18,green,hamster
10687,59,female,virgo,5,purple,goldfish
10688,37,female,leo,15,orange,elephant
10689,37,male,scorpio,8,blue,hamster
10690,40,male,gemini,13,green,hamster
10691,41,male,gemini,17,orange,goldfish
10692,41,female,leo,8,yellow,hamster
10693,42,male,aries,12,orange,tiger
10694,42,male,capricorn,20,yellow,cat
10695,42,male,virgo,16,orange,hamster
10696,33,female,leo,14,orange,goldfish
10697,35,female,sagittarius,11,red,hamster
10698,51,male,sagittarius,13,purple,elephant
10699,52,female,aquarius,10,green,cat
10700,47,male,aries,10,red,horse
10701,44,male,cancer,17,red,goldfish
10702,34,female,capricorn,17,blue,goldfish
10703,34,male,sagittarius,14,orange,horse
10704,41,male,aquarius,13,yellow,horse
10705,41,nb,capricorn,6,yellow,hamster
10706,42,male,virgo,13,blue,cat
10707,42,female,virgo,5,blue,horse
10708,41,female,libra,13,orange,goldfish
10709,40,male,gemini,11,purple,horse
10710,39,male,libra,18,purple,tiger
10711,39,female,scorpio,10,blue,horse
10712,28,female,aries,19,red,goldfish
10713,28,female,aries,21,red,cat
10714,33,male,aquarius,14,purple,cat
10715,35,female,aquarius,14,red,eagle
10716,22,male,taurus,6,blue,dog
10717,24,female,scorpio,14,yellow,goldfish
10718,32,male,cancer,11,purple,horse
10719,32,female,capricorn,5,orange,tiger
10720,55,female,cancer,2,purple,dog
10721,55,male,aries,7,purple,elephant
10722,26,male,libra,0,orange,eagle
10723,26,male,pisces,1,green,dog
10724,35,female,virgo,18,purple,tiger
10725,33,male,aries,10,blue,elephant
10726,41,male,cancer,18,yellow,cat
10727,41,male,pisces,16,red,hamster
10728,31,male,sagittarius,15,green,dog
10729,29,male,gemini,6,yellow,tiger
10730,39,male,taurus,18,blue,eagle
10731,40,male,leo,0,yellow,tiger
10732,20,male,leo,2,blue,tiger
10733,21,female,libra,10,orange,goldfish
10734,43,female,libra,21,purple,eagle
10735,42,female,leo,7,red,tiger
10736,58,female,pisces,2,yellow,cat
10737,59,female,virgo,0,blue,goldfish
10738,41,male,libra,17,blue,horse
10739,41,male,aquarius,3,green,horse
10740,42,male,gemini,1,yellow,eagle
10741,45,female,capricorn,1,blue,cat
10742,52,male,libra,16,green,eagle
10743,51,male,sagittarius,2,blue,horse
10744,38,male,gemini,9,blue,dog
10745,35,male,gemini,14,purple,eagle
10746,28,female,sagittarius,6,red,dog
10747,28,female,sagittarius,10,red,elephant
10748,31,male,gemini,12,red,horse
10749,29,female,leo,2,blue,cat
10750,35,female,sagittarius,20,purple,cat
10751,34,female,capricorn,0,yellow,horse
10752,44,female,capricorn,6,orange,cat
10753,46,male,aquarius,13,red,elephant
10754,47,male,virgo,15,blue,cat
10755,49,male,capricorn,6,red,horse
10756,29,female,libra,13,green,goldfish
10757,26,nb,libra,5,orange,horse
10758,51,female,capricorn,9,red,elephant
10759,51,male,aquarius,17,purple,hamster
10760,23,female,sagittarius,20,purple,tiger
10761,24,male,leo,1,yellow,eagle
10762,30,male,virgo,16,purple,elephant
10763,26,nb,cancer,19,blue,cat
10764,42,female,scorpio,1,orange,cat
10765,42,male,taurus,8,yellow,elephant
10766,41,female,aquarius,4,green,eagle
10767,41,female,virgo,16,blue,hamster
10768,35,male,gemini,16,red,cat
10769,37,male,cancer,17,red,elephant
10770,56,female,scorpio,21,green,hamster
10771,56,male,capricorn,3,orange,eagle
10772,51,male,aries,4,orange,cat
10773,50,male,pisces,20,blue,goldfish
10774,52,female,sagittarius,12,green,cat
10775,52,nb,leo,10,blue,hamster
10776,39,female,leo,6,yellow,hamster
10777,39,female,cancer,18,yellow,hamster
10778,40,female,aquarius,11,orange,elephant
10779,37,male,gemini,16,orange,tiger
10780,34,female,leo,11,orange,dog
10781,32,male,capricorn,1,blue,elephant
10782,30,nb,aquarius,6,purple,elephant
10783,29,female,capricorn,2,yellow,goldfish
10784,56,female,sagittarius,1,blue,cat
10785,56,male,capricorn,17,blue,dog
10786,41,male,taurus,7,blue,horse
10787,42,nb,aquarius,4,orange,eagle
10788,36,female,pisces,17,orange,dog
10789,35,female,capricorn,8,green,horse
10790,50,female,gemini,20,green,elephant
10791,52,female,taurus,13,blue,horse
10792,38,female,scorpio,1,red,elephant
10793,38,male,taurus,7,blue,cat
10794,18,male,aquarius,5,green,hamster
10795,18,male,cancer,2,orange,tiger
10796,46,female,virgo,11,purple,cat
10797,50,female,aries,11,red,cat
10798,20,male,leo,3,purple,hamster
10799,21,female,aries,6,purple,hamster
10800,35,male,scorpio,13,red,hamster
10801,34,nb,sagittarius,7,yellow,hamster
10802,26,male,scorpio,12,orange,dog
10803,24,female,libra,21,red,hamster
10804,18,male,pisces,14,orange,tiger
10805,18,male,aries,5,yellow,goldfish
10806,42,male,libra,12,orange,horse
10807,42,male,leo,12,blue,eagle
10808,31,female,libra,7,red,dog
10809,31,male,sagittarius,5,green,tiger
10810,33,female,leo,19,red,hamster
10811,30,male,sagittarius,1,purple,elephant
10812,27,male,capricorn,8,purple,tiger
10813,27,female,pisces,20,purple,cat
10814,34,male,leo,15,blue,goldfish
10815,34,nb,taurus,1,blue,eagle
10816,36,male,aquarius,0,red,tiger
10817,39,male,taurus,13,green,goldfish
10818,52,male,capricorn,4,blue,hamster
10819,50,female,leo,19,green,cat
10820,30,female,sagittarius,2,red,eagle
10821,29,male,leo,1,yellow,elephant
10822,42,female,taurus,2,green,dog
10823,42,male,sagittarius,21,yellow,cat
10824,43,female,capricorn,8,purple,horse
10825,43,female,leo,15,yellow,dog
10826,34,female,gemini,19,orange,horse
10827,33,male,taurus,13,purple,dog
10828,46,female,aquarius,4,blue,horse
10829,46,male,sagittarius,0,orange,tiger
10830,25,nb,cancer,4,purple,dog
10831,23,female,libra,7,green,eagle
10832,32,female,aries,19,purple,goldfish
10833,33,male,cancer,12,red,dog
10834,44,male,libra,8,purple,tiger
10835,46,male,sagittarius,18,yellow,dog
10836,49,male,cancer,3,green,cat
10837,49,female,gemini,0,blue,eagle
10838,40,male,pisces,12,red,goldfish
10839,40,male,sagittarius,15,green,elephant
10840,46,female,virgo,5,purple,eagle
10841,46,nb,aries,8,blue,dog
10842,56,female,cancer,20,orange,hamster
10843,55,male,cancer,1,green,cat
10844,25,male,sagittarius,5,orange,elephant
10845,28,female,aries,9,yellow,eagle
10846,24,female,gemini,8,green,eagle
10847,21,female,leo,1,orange,horse
10848,31,female,sagittarius,13,orange,elephant
10849,29,male,gemini,17,yellow,cat
10850,43,female,leo,1,orange,hamster
10851,42,female,gemini,4,red,goldfish
10852,22,nb,virgo,21,red,tiger
10853,22,male,pisces,12,blue,tiger
10854,59,female,sagittarius,2,purple,hamster
10855,63,nb,aries,2,blue,horse
10856,53,female,scorpio,11,blue,tiger
10857,52,male,leo,3,purple,goldfish
10858,33,female,capricorn,18,purple,hamster
10859,30,male,pisces,10,blue,tiger
10860,26,male,pisces,6,blue,hamster
10861,26,female,virgo,16,green,hamster
10862,40,female,gemini,18,orange,eagle
10863,39,female,aquarius,9,red,goldfish
10864,44,female,cancer,20,green,cat
10865,45,female,libra,0,red,hamster
10866,44,male,sagittarius,2,orange,tiger
10867,43,male,scorpio,7,red,horse
10868,29,female,aries,12,yellow,cat
10869,32,female,taurus,11,red,eagle
10870,42,male,virgo,10,blue,hamster
10871,42,female,aquarius,9,green,goldfish
10872,44,female,virgo,13,purple,horse
10873,44,female,scorpio,9,purple,horse
10874,35,male,libra,15,purple,goldfish
10875,34,female,aquarius,4,purple,elephant
10876,56,male,leo,15,purple,eagle
10877,57,male,aries,8,orange,eagle
10878,54,nb,leo,17,red,elephant
10879,54,male,virgo,2,blue,hamster
10880,22,male,pisces,16,blue,goldfish
10881,19,male,taurus,1,green,horse
10882,27,male,aquarius,3,blue,goldfish
10883,27,nb,aries,15,green,elephant
10884,40,female,pisces,18,red,dog
10885,38,female,leo,3,red,tiger
10886,43,male,libra,2,blue,goldfish
10887,45,female,cancer,4,blue,eagle
10888,35,female,libra,7,yellow,tiger
10889,33,female,taurus,2,yellow,cat
10890,29,male,scorpio,11,purple,hamster
10891,28,nb,virgo,18,orange,hamster
10892,46,female,pisces,16,yellow,cat
10893,45,male,aquarius,21,orange,horse
10894,47,nb,sagittarius,21,orange,tiger
10895,47,female,gemini,15,blue,elephant
10896,20,female,scorpio,12,purple,dog
10897,19,male,sagittarius,0,blue,eagle
10898,36,male,cancer,14,green,goldfish
10899,33,female,scorpio,1,yellow,horse
10900,22,male,aries,21,purple,hamster
10901,22,female,libra,20,green,horse
10902,37,male,capricorn,19,red,eagle
10903,37,female,taurus,13,red,dog
10904,18,female,scorpio,21,blue,elephant
10905,18,female,aries,13,orange,hamster
10906,47,female,aries,3,red,tiger
10907,46,male,leo,1,orange,horse
10908,29,male,aries,16,blue,horse
10909,25,male,capricorn,0,blue,dog
10910,42,nb,sagittarius,0,yellow,cat
10911,42,nb,cancer,3,green,cat
10912,59,female,scorpio,7,purple,horse
10913,59,male,libra,0,blue,dog
10914,54,nb,aquarius,9,blue,tiger
10915,54,female,libra,7,yellow,goldfish
10916,32,male,virgo,11,yellow,cat
10917,35,female,gemini,10,blue,eagle
10918,33,male,taurus,17,red,tiger
10919,34,female,sagittarius,3,orange,goldfish
10920,29,male,gemini,5,blue,tiger
10921,29,male,cancer,13,orange,horse
10922,55,male,virgo,11,blue,hamster
10923,54,female,sagittarius,5,purple,tiger
10924,29,female,capricorn,2,orange,tiger
10925,29,male,pisces,17,red,elephant
10926,19,male,sagittarius,0,blue,tiger
10927,21,male,leo,2,blue,cat
10928,25,male,aries,20,purple,elephant
10929,26,female,taurus,18,red,cat
10930,56,female,gemini,15,green,cat
10931,56,female,sagittarius,18,blue,dog
10932,43,male,scorpio,17,green,cat
10933,45,female,libra,15,purple,cat
10934,55,male,cancer,0,blue,goldfish
10935,55,female,cancer,20,purple,tiger
10936,46,female,sagittarius,9,yellow,goldfish
10937,46,male,taurus,12,orange,hamster
10938,29,female,aquarius,0,blue,horse
10939,27,male,taurus,14,orange,elephant
10940,18,female,gemini,4,blue,horse
10941,18,male,aries,5,orange,cat
10942,41,female,leo,13,blue,eagle
10943,43,female,sagittarius,5,purple,dog
10944,32,male,sagittarius,18,yellow,tiger
10945,33,male,gemini,8,red,hamster
10946,30,male,scorpio,6,red,goldfish
10947,30,male,capricorn,13,red,horse
10948,41,male,sagittarius,0,purple,horse
10949,38,male,scorpio,0,blue,dog
10950,31,female,aries,20,purple,goldfish
10951,30,female,libra,14,purple,hamster
10952,38,female,libra,16,green,tiger
10953,34,male,libra,14,yellow,tiger
10954,22,male,libra,21,yellow,hamster
10955,22,male,cancer,21,purple,horse
10956,30,male,pisces,9,yellow,dog
10957,30,female,sagittarius,18,blue,hamster
10958,48,female,cancer,14,purple,horse
10959,48,male,taurus,21,orange,goldfish
10960,25,male,taurus,15,purple,tiger
10961,23,female,aries,17,purple,hamster
10962,34,female,taurus,18,blue,cat
10963,33,nb,scorpio,15,red,dog
10964,56,male,gemini,2,green,elephant
10965,54,female,aries,13,green,tiger
10966,25,nb,capricorn,11,orange,horse
10967,27,female,virgo,8,blue,elephant
10968,26,male,scorpio,9,blue,dog
10969,26,female,virgo,7,blue,horse
10970,33,male,aquarius,20,red,cat
10971,32,male,sagittarius,5,blue,cat
10972,37,nb,pisces,17,green,elephant
10973,38,male,cancer,10,green,horse
10974,32,female,virgo,17,purple,horse
10975,30,male,virgo,4,green,eagle
10976,49,female,virgo,6,yellow,horse
10977,49,male,aquarius,17,yellow,horse
10978,50,male,virgo,10,green,cat
10979,53,male,scorpio,6,orange,cat
10980,24,female,aries,0,blue,elephant
10981,26,female,taurus,13,purple,hamster
10982,47,male,scorpio,17,green,tiger
10983,47,female,libra,15,blue,goldfish
10984,43,female,gemini,9,red,cat
10985,42,male,leo,11,yellow,hamster
10986,31,male,libra,7,blue,goldfish
10987,33,male,leo,14,yellow,hamster
10988,36,female,libra,5,yellow,eagle
10989,37,female,scorpio,6,red,hamster
10990,57,female,gemini,4,orange,goldfish
10991,57,male,taurus,15,orange,horse
10992,55,female,capricorn,8,blue,eagle
10993,52,male,aries,18,purple,eagle
10994,45,nb,sagittarius,6,blue,cat
10995,46,female,scorpio,19,green,goldfish
10996,52,female,libra,18,purple,hamster
10997,52,male,capricorn,5,orange,tiger
10998,20,female,aquarius,0,red,eagle
10999,22,male,aquarius,15,purple,dog
11000,57,nb,pisces,2,red,dog
11001,58,male,aries,13,blue,hamster
11002,38,female,gemini,9,orange,cat
11003,38,female,aries,19,green,horse
11004,47,male,pisces,8,blue,elephant
11005,48,female,aquarius,21,blue,hamster
11006,43,male,capricorn,6,blue,horse
11007,43,female,gemini,13,red,goldfish
11008,31,male,libra,9,purple,eagle
11009,31,female,sagittarius,6,red,goldfish
11010,28,female,cancer,16,red,eagle
11011,29,female,scorpio,17,orange,dog
11012,50,male,cancer,3,yellow,eagle
11013,50,female,pisces,13,red,eagle
11014,41,female,taurus,17,green,dog
11015,43,nb,gemini,14,red,tiger
11016,36,male,cancer,14,yellow,cat
11017,39,male,pisces,8,red,horse
11018,50,female,sagittarius,21,blue,cat
11019,50,female,scorpio,6,orange,dog
11020,39,male,scorpio,15,purple,eagle
11021,39,female,gemini,15,green,cat
11022,34,female,cancer,10,yellow,tiger
11023,34,female,scorpio,9,orange,horse
11024,38,female,gemini,3,yellow,elephant
11025,36,female,aquarius,9,green,horse
11026,35,female,taurus,6,purple,goldfish
11027,35,female,virgo,12,orange,eagle
11028,23,female,capricorn,12,green,tiger
11029,22,male,leo,18,green,dog
11030,20,female,leo,7,blue,horse
11031,18,female,pisces,13,blue,elephant
11032,32,nb,capricorn,6,red,hamster
11033,32,female,taurus,21,red,goldfish
11034,32,male,gemini,13,blue,hamster
11035,30,male,virgo,12,blue,eagle
11036,47,female,aquarius,7,orange,cat
11037,51,male,gemini,20,red,dog
11038,58,female,scorpio,8,red,dog
11039,59,male,sagittarius,14,green,eagle
11040,21,male,aquarius,15,purple,hamster
11041,24,nb,pisces,3,green,horse
11042,25,male,aries,15,blue,horse
11043,26,male,leo,3,purple,eagle
11044,36,female,libra,13,purple,goldfish
11045,38,male,cancer,19,yellow,horse
11046,46,female,taurus,18,orange,cat
11047,44,female,aries,14,blue,hamster
11048,34,female,gemini,21,yellow,elephant
11049,34,female,gemini,20,red,tiger
11050,30,female,pisces,8,yellow,dog
11051,31,female,virgo,5,red,eagle
11052,24,female,scorpio,21,red,horse
11053,24,male,aries,9,orange,elephant
11054,50,male,sagittarius,13,blue,tiger
11055,50,male,taurus,16,blue,hamster
11056,55,nb,taurus,5,blue,eagle
11057,55,female,aries,12,purple,eagle
11058,53,female,virgo,5,orange,tiger
11059,54,male,aries,2,purple,goldfish
11060,33,female,cancer,4,green,goldfish
11061,31,female,aries,16,green,goldfish
11062,29,female,aquarius,4,red,hamster
11063,27,female,sagittarius,17,yellow,horse
11064,39,male,taurus,13,purple,tiger
11065,41,female,libra,17,purple,eagle
11066,22,female,virgo,4,blue,cat
11067,21,male,leo,5,purple,horse
11068,49,male,scorpio,2,green,goldfish
11069,49,male,sagittarius,13,red,hamster
11070,24,male,gemini,14,green,elephant
11071,24,female,scorpio,0,green,goldfish
11072,34,female,aries,4,yellow,cat
11073,32,male,pisces,16,purple,goldfish
